AlphaNet(
  (ts_cov10): Cov()
  (ts_corr10): Corr()
  (ts_stddev10): StdDev()
  (ts_zscore10): ZScore()
  (ts_return10): Return()
  (ts_decaylinear10): DecayLinear()
  (bn): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (pooling): Pooling()
  (flatten): Flatten()
  (fc1): Linear(in_features=648, out_features=30, bias=True)
  (fc2): Linear(in_features=30, out_features=1, bias=True)
  (relu): ReLU(inplace=True)
  (dropout): Dropout(p=0.5, inplace=False)
)
2021-11-18 09:42:45
[training] epoch: 1, step: 1, loss: 6.92017936706543
[training] epoch: 1, step: 2, loss: 4.67054557800293
[training] epoch: 1, step: 3, loss: 8.710667610168457
[training] epoch: 1, step: 4, loss: 1.7536734342575073
[training] epoch: 1, step: 5, loss: 13.719683647155762
[training] epoch: 1, step: 6, loss: 11.40678596496582
[training] epoch: 1, step: 7, loss: 5.905689716339111
[training] epoch: 1, step: 8, loss: 2.8073434829711914
[training] epoch: 1, step: 9, loss: 4.29734992980957
[training] epoch: 1, step: 10, loss: 5.218833923339844
[training] epoch: 1, step: 11, loss: 5.9455366134643555
[training] epoch: 1, step: 12, loss: 5.914103984832764
[training] epoch: 1, step: 13, loss: 3.3336117267608643
[training] epoch: 1, step: 14, loss: 7.008509159088135
[training] epoch: 1, step: 15, loss: 4.780916690826416
[training] epoch: 1, step: 16, loss: 21.0722599029541
[training] epoch: 1, step: 17, loss: 15.529452323913574
[training] epoch: 1, step: 18, loss: 4.281771659851074
[training] epoch: 1, step: 19, loss: 4.798488140106201
[training] epoch: 1, step: 20, loss: 4.246807098388672
[training] epoch: 1, step: 21, loss: 3.698784112930298
[training] epoch: 1, step: 22, loss: 4.1217498779296875
[training] epoch: 1, step: 23, loss: 6.589040756225586
[training] epoch: 1, step: 24, loss: 9.600818634033203
[training] epoch: 1, step: 25, loss: 6.357732772827148
[training] epoch: 1, step: 26, loss: 4.79694938659668
[training] epoch: 1, step: 27, loss: 20.35317611694336
[training] epoch: 1, step: 28, loss: 15.235722541809082
[training] epoch: 1, step: 29, loss: 10.403233528137207
[training] epoch: 1, step: 30, loss: 8.563129425048828
[training] epoch: 1, step: 31, loss: 7.3333821296691895
[training] epoch: 1, step: 32, loss: 6.237159252166748
[training] epoch: 1, step: 33, loss: 3.5338351726531982
[training] epoch: 1, step: 34, loss: 2.279836893081665
[training] epoch: 1, step: 35, loss: 3.730530023574829
[training] epoch: 1, step: 36, loss: 1.4683892726898193
[training] epoch: 1, step: 37, loss: 14.992268562316895
[training] epoch: 1, step: 38, loss: 13.188395500183105
[training] epoch: 1, step: 39, loss: 2.9792356491088867
[training] epoch: 1, step: 40, loss: 6.76602029800415
[training] epoch: 1, step: 41, loss: 5.104653835296631
[training] epoch: 1, step: 42, loss: 3.1368794441223145
[training] epoch: 1, step: 43, loss: 5.994664192199707
[training] epoch: 1, step: 44, loss: 7.316900253295898
[training] epoch: 1, step: 45, loss: 8.477509498596191
[training] epoch: 1, step: 46, loss: 7.868124485015869
[training] epoch: 1, step: 47, loss: 3.3204190731048584
[training] epoch: 1, step: 48, loss: 17.754535675048828
[training] epoch: 1, step: 49, loss: 6.080223560333252
[training] epoch: 1, step: 50, loss: 7.0208024978637695
[training] epoch: 1, step: 51, loss: 4.743452548980713
[training] epoch: 1, step: 52, loss: 8.069177627563477
[training] epoch: 1, step: 53, loss: 8.53229808807373
[training] epoch: 1, step: 54, loss: 6.416643142700195
[training] epoch: 1, step: 55, loss: 3.0370752811431885
[training] epoch: 1, step: 56, loss: 6.899247169494629
[training] epoch: 1, step: 57, loss: 25.290122985839844
[training] epoch: 1, step: 58, loss: 5.364497661590576
[training] epoch: 1, step: 59, loss: 10.383146286010742
[training] epoch: 1, step: 60, loss: 2.8970823287963867
[training] epoch: 1, step: 61, loss: 6.2283034324646
[training] epoch: 1, step: 62, loss: 6.261822700500488
[training] epoch: 1, step: 63, loss: 4.107280731201172
[training] epoch: 1, step: 64, loss: 2.6557564735412598
[training] epoch: 1, step: 65, loss: 8.840158462524414
[training] epoch: 1, step: 66, loss: 6.312489032745361
[training] epoch: 1, step: 67, loss: 3.5757198333740234
[training] epoch: 1, step: 68, loss: 1.7639352083206177
[training] epoch: 1, step: 69, loss: 2.9040026664733887
[training] epoch: 1, step: 70, loss: 2.5378949642181396
[training] epoch: 1, step: 71, loss: 4.043241500854492
[training] epoch: 1, step: 72, loss: 1.7217319011688232
[training] epoch: 1, step: 73, loss: 2.2208456993103027
[training] epoch: 1, step: 74, loss: 3.8615784645080566
[training] epoch: 1, step: 75, loss: 6.651668548583984
[training] epoch: 1, step: 76, loss: 14.801515579223633
[training] epoch: 1, step: 77, loss: 3.4875502586364746
[training] epoch: 1, step: 78, loss: 9.122238159179688
[training] epoch: 1, step: 79, loss: 2.46297287940979
[training] epoch: 1, step: 80, loss: 3.480011463165283
[training] epoch: 1, step: 81, loss: 2.125615358352661
[training] epoch: 1, step: 82, loss: 3.4496824741363525
[training] epoch: 1, step: 83, loss: 3.056692361831665
[training] epoch: 1, step: 84, loss: 1.9885480403900146
[training] epoch: 1, step: 85, loss: 1.3593931198120117
[training] epoch: 1, step: 86, loss: 13.142823219299316
[training] epoch: 1, step: 87, loss: 30.668498992919922
[training] epoch: 1, step: 88, loss: 5.904563903808594
[training] epoch: 1, step: 89, loss: 12.436800003051758
[training] epoch: 1, step: 90, loss: 8.614067077636719
[training] epoch: 1, step: 91, loss: 5.871706008911133
[training] epoch: 1, step: 92, loss: 9.549983978271484
[training] epoch: 1, step: 93, loss: 9.310563087463379
[training] epoch: 1, step: 94, loss: 13.232551574707031
[training] epoch: 1, step: 95, loss: 4.93585205078125
[training] epoch: 1, step: 96, loss: 14.16816520690918
[training] epoch: 1, step: 97, loss: 17.288124084472656
